ressaisissez,RESAISIS,YES
ptdrrrr,PTDR,NO
vouchers,VOUCHER,NO
carnet,KARN,YES
metisses,METIS,NO
persite,PERSIT,NO
antennes,ANTAN,YES
mtnt,MTN,NO
beaut,BO,NO
schools,CHOUL,NO
beaux,BO,YES
yourself,IOURSELF,NO
magamtoapoukapoutou,MAGAMTOAPOUKAPOUTOU,NO
sinistrés,SINISTR,YES
arras,ARA,NO
culot,KULO,YES
baclée,BAKL,NO
debut,DEBU,NO
smallah,SMALA,NO
espèce,ESPES,YES
aigle,AIGL,YES
averse,AVERS,YES
represente,REPRESANT,NO
trentaine,TRANTAIN,YES
spotté,SPOT,NO
angola,ANGOLA,YES
costumier,KOSTUMI,YES
glisse,GLIS,YES
bsehtek,BSETEK,NO
allah,ALA,YES
triques,TRIK,YES
abuse,ABUS,YES
mde,MD,NO
pisse,PIS,YES
danseuse,DANSES,YES
tommy,TOMI,YES
essayait,ESAIAI,YES
honorera,ONORERA,YES
mdr,MDR,NO
cathedral,KATEDRAL,NO
ouiiiiiiiiiiiiiii,OUIIII,NO
aurais,ORAI,YES
aurait,ORAI,YES
message,MESAJ,YES
rt,rt,NO
golem,GOLEM,YES
rv,RV,NO
diction,DIKSION,YES
attachement,ATACHEMAN,YES
méchants,MECHAN,YES
dst,DS,NO
sms,SM,NO
ry,RI,NO
mason,MASON,NO
toute,TOUT,YES
keys,KAI,NO
dsl,DSL,NO
ra,RA,YES
dsi,DSI,NO
smg,SMG,NO
rn,RN,NO
ri,RI,YES
rj,RJ,NO
dsa,DSA,NO
rented,RANT,NO
correcte,KOREKT,YES
apollinaire,APOLINAIR,YES
hf,hf,NO
hanches,ANCH,YES
valois,VALOI,NO
assurer,ASUR,YES
kayla,KAILA,NO
dalida,DALIDA,NO
sandra,SANDRA,NO
statuts,STATU,YES
crowned,KROUN,NO
cynisme,SINISM,YES
shy’m,CHIN,NO
chlorine,KLORIN,NO
blédard,BLEDAR,YES
flancher,FLANCH,YES
ate,AT,NO
zoé,ZO,YES
quatar,KATAR,NO
muter”,MUT,NO
atv,ATV,NO
négative,NEGATIV,YES
att,att,NO
levels,LEVEL,NO
speedy,SPEDI,NO
tempting,TANPTING,NO
villes,VIL,YES
representé,REPRESANT,NO
eure,ER,NO
oullins,OULIN,NO
boufonne,BOUFON,NO
está,ESTA,NO
loool,LOUL,NO
vitre,VITR,YES
jeanpierrfoucault,JANPIERFOUKOLT,NO
agitée,AJIT,YES
wast,OIS,NO
maladies,MALADI,YES
tordus,TORDU,YES
wash,OICH,NO
kfc,KFC,NO
rempli,RANPLI,YES
für,FUR,NO
antilles,ANTIL,NO
manaudou,MANODOU,NO
adepte,ADEPT,YES
elche,ELCH,NO
basketball,BASKETBAL,NO
extrêmement,EXTREMEMAN,YES
eksniekdjdkskeolee,EKSNIEKDJDKSKEOL,NO
bumbum,BUMBUM,NO
jregarder,JREGARD,NO
engagement,ANGAJEMAN,YES
dépoussiérer,DEPOUSIER,YES
rond,RON,YES
nièse,NIES,NO
mastet,MAST,NO
master,MAST,YES
worlds,ORL,NO
gilbert,JILBER,NO
legs,LEG,YES
listen,LISTAN,NO
toit,TOI,YES
histoire,ISTOIR,YES
ceremonie,SEREMONI,NO
fourire,FOURIR,NO
normale,NORMAL,YES
okkkkk,OKK,NO
moralité,MORALIT,YES
acharnement,ACHARNEMAN,YES
dégueulasse,DEGELAS,YES
plessis,PLESI,NO
sioniste,SIONIST,YES
crawl,KRAWL,YES
répondes,REPOND,YES
craque,KRAK,YES
sourient,SOURIAN,YES
regoupé,REGOUP,NO
noté,NOT,YES
rencontres,RANKONTR,YES
handcuffs,ANDKUF,NO
puuf,PUF,NO
inverserai,INVERSERAI,YES
shower,CHOU,NO
sencé,SANS,NO
patinage,PATINAJ,YES
friend,FRIN,NO
haye,AI,NO
yonne,ION,NO
tres,TR,NO
feeling,FELING,NO
miss2015,MI,NO
bangalazambala,BANGALAZANBALA,NO
apre,APR,NO
hyères,IER,NO
esta,ESTA,NO
parlé,PARL,YES
longs,LON,YES
boston,BOSTON,YES
vitré,VITR,YES
reportages,REPORTAJ,YES
wouah,OI,NO
estt,ES,NO
peler,PEL,YES
aprs,APR,NO
yèss,IE,NO
take,TAK,NO
nordtrop,NORDTRO,NO
kayo,KAIO,NO
marolles,MAROL,YES
corbin,KORBIN,NO
person,PERSON,NO
c’etait,SETAI,NO
manger,MANJ,YES
kaya,KAIA,NO
remercié,REMERSI,YES
ourcq,OURK,NO
lumpur,LUMPUR,NO
britches,BRITCH,NO
avoirle,AVOIRL,NO
coulisses,KOULIS,YES
incompréhensibles,INKONPREANSIBL,YES
bombasses,BONBAS,YES
subliminale,SUBLIMINAL,YES
originalité,ORIJINALIT,YES
cannes,KAN,YES
chronique,KRONIK,YES
doin,DOIN,NO
wouhouuu,OUOU,NO
nettement,NETEMAN,YES
peeeefra,PEFRA,NO
doit,DOI,YES
confondre,KONFONDR,YES
icloud,IKLOU,NO
dois,DOI,YES
rox,RO,NO
traitant,TRAITAN,YES
postichée,POSTICH,NO
ch´ti,CHTI,NO
singes,SINJ,YES
episode,EPISOD,NO
tablette,TABLET,YES
cams,KAM,NO
officielles,OFISIEL,YES
camp,KAN,YES
craqué,KRAK,YES
dessiner,DESIN,YES
tipa,TIPA,NO
mâles,MAL,YES
leone,LEON,NO
thunder,TIND,NO
relevez,RELEV,YES
mensaje,MANSAJ,NO
lpb,LPB,NO
came,KAM,YES
froidefond,FROIDEFON,NO
recettes,RESET,YES
saumon,SOMON,YES
estais,ESTAI,NO
oublient,OUBLIN,YES
bomi,BOMI,NO
prix,PRI,YES
reschedule,RECHEDUL,NO
y11,y11,NO
dégoûter,DEGOUT,YES
pris,PRI,YES
ksksksbsbdnskskzkzksjsbsbdjsbsjsjjs,KSKSKSBSBDNSKSKZKZKSJSBSBDJSBSJSJ,NO
insecte,INSEKT,YES
locon,LOKON,NO
busy,BUSI,NO
dreux,DR,NO
louise,LOUIS,NO
cousins,KOUSIN,YES
ptits,PTI,NO
boleh,BOL,NO
bust,BUS,NO
mens,MAN,YES
rihanna,RIANA,NO
cougar,KOUGAR,NO
vivieeeeeenn,VIVIEAN,NO
ayyye,AI,NO
familleeeeeee,FAMILEE,NO
rich,RICH,NO
montbrehain,MONBREIN,NO
nez,NE,YES
semblant,SANBLAN,YES
population,POPULASION,YES
cousine,KOUSIN,YES
plate,PLAT,YES
venez,VENE,YES
alleeeeer,ALE,NO
klein,KLIN,NO
agne,AN,NO
honda,ONDA,NO
alleeeeez,ALE,NO
née,NE,YES
platt,PLA,NO
fruges,FRUJ,NO
cushion,KUCHION,NO
new,NEW,NO
danse,DANS,YES
nés,NE,YES
beacoup,BEAKOU,NO
propre,PROPR,YES
platz,PLATZ,NO
sers,SER,YES
améliore,AMELIOR,YES
scherzinger,CHERZINJ,NO
maigreur,MAIGRER,YES
parenthèse,PARANTES,YES
visto,VISTO,NO
candeloro,KANDELORO,NO
pretzel,PRETZEL,NO
sandwich,SANDOUICH,YES
envoient,ANVOIN,YES
dominait,DOMINAI,YES
eyelids,EIELI,NO
piggy,PIJI,NO
acabou,AKABOU,NO
release,RELEAS,NO
réunis,RENI,YES
blanches,BLANCH,YES
bleu,BL,YES
blew,BLEW,NO
mandatory,MANDATORI,NO
fair,FAIR,NO
fais,FAI,YES
cles,KL,NO
savaaaaaiiiis,SAVAAI,NO
guerre,GER,YES
meg,MEG,NO
bled,BL,YES
goodnight,GOUDNI,NO
chtite,CHTIT,NO
patiemment,PASIAMAN,YES
concentré,KONSANTR,YES
faim,FIN,YES
musicales,MUSIKAL,YES
clef,KLEF,YES
best,BES,NO
beuvry,BEVRI,NO
désigner,DESIN,YES
lots,LO,YES
misskin,MISKIN,NO
rageux,RAJ,NO
buches,BUCH,NO
merciii,MERSI,NO
r,r,NO
irl,IRL,NO
melissa,MELISA,NO
irn,IRN,NO
filou,FILOU,YES
ira,IRA,YES
side,SID,NO
indecisive,INDESISIV,NO
never,NEV,NO
estrosi,ESTROSI,NO
nature,NATUR,YES
novembre,NOVANBR,YES
follainville,FOLAINVIL,NO
sera,SERA,YES
fugees,FUJ,NO
souvenir,SOUVENIR,YES
guèl,GEL,NO
cards,KAR,NO
auron,ORON,NO
shaneee,CHANE,NO
miens,MIN,YES
accident,AKSIDAN,YES
flashdance,FLACHDANS,NO
soninke,SONINK,NO
bachelorette,BACHELORET,NO
country,KOUNTRI,NO
putes,PUT,YES
buvant,BUVAN,YES
adventures,ADVANTUR,NO
demandez,DEMAND,YES
dakahleya,DAKALAIA,NO
gougoutes,GOUGOUT,NO
lookin,LOUKIN,NO
dents,DAN,YES
demander,DEMAND,YES
demandes,DEMAND,YES
argue,ARG,YES
asked,ASK,NO
waaaw,OIAW,NO
pre,PR,NO
péchos,PECHO,NO
tmnt,TMN,NO
nezfin,NEZFIN,NO
mer,ME,YES
déclarations,DEKLARASION,YES
matte,MAT,YES
vais,VAI,YES
darlin,DARLIN,NO
perles,PERL,YES
blonde,BLOND,YES
solaire,SOLAIR,YES
rend,RAN,YES
yé,IE,NO
benoist,BENOIS,NO
mentionné,MANSION,YES
source,SOURS,YES
union,UNION,YES
twait,TOI,NO
rassemblement,RASANBLEMAN,YES
fro,FRO,NO
parles,PARL,YES
frm,FRM,NO
exagerez,EXAJER,NO
dégoûte,DEGOUT,YES
chipster,CHIPST,NO
much,MUCH,NO
metisse,METIS,NO
tcharier,TCHARI,NO
doyal,DOIAL,NO
noémie,NOEMI,NO
leeteuk,LETEK,NO
doooo,DOU,NO
dixon,DIXON,NO
suivre,SUIVR,YES
life,LIF,NO
prn,PRN,NO
rigolo,RIGOLO,YES
meilleurs,MAILER,YES
xptdrrrrrrrrrr,XPTDRRR,NO
nvlle,NVL,NO
irving,IRVING,NO
ariana,ARIANA,NO
wish,OUICH,NO
kids,KI,NO
bassment,BASMAN,NO
chile,CHIL,NO
child,CHIL,NO
chili,CHILI,NO
eragny,ERAGNI,NO
chill,CHIL,NO
emploi,ANPLOI,YES
commerce,KOMERS,YES
cagette,KAJET,YES
traitent,TRAITAN,YES
dégeulasse,DEJELAS,NO
bâtards,BATAR,YES
rossillon,ROSILON,NO
confiance,KONFIANS,YES
telmant,TELMAN,NO
graisseux,GRAIS,YES
allafolix,ALAFOLI,NO
empêcher,ANPECH,YES
naturel,NATUREL,YES
droppin,DROPIN,NO
mucoviscidose,MUKOVISIDOS,NO
fr4,FR,NO
kiff,KIF,NO
aniche,ANICH,NO
hater,AT,NO
vallayy,VALAI,NO
picturing,PIKTURING,NO
remembering,REMANBERING,NO
thing^,TING,NO
surprises,SURPRIS,YES
played,PLAI,NO
osasco,OSASKO,NO
mettaient,METIN,YES
top3,TOP,NO
repiquer,REPIK,YES
piercing,PIERSING,NO
lendemain,LANDEMIN,YES
mirabelle,MIRABEL,YES
traffic…,TRAFIK,NO
madonna,MADONA,NO
stripteaseuses,STRIPTEASES,NO
mouvements,MOUVEMAN,YES
presque,PRESK,YES
trusted,TRUST,NO
jsusi,JSUSI,NO
fotos,FOTO,NO
féérique,FERIK,NO
souriante,SOURIANT,YES
miniils,MINIL,NO
wouahhhh,OI,NO
harmony,ARMONI,NO
babies,BABI,YES
scotter,SKOT,NO
voyager,VOIAJ,YES
voyages,VOIAJ,YES
rigolé,RIGOL,YES
marcher,MARCH,YES
bêtes,BET,YES
vivien,VIVIN,NO
tops,TOP,YES
reporte,REPORT,YES
royères,ROIER,NO
roooobes,ROUB,NO
négocier,NEGOSI,YES
culturelle,KULTUREL,YES
dépasses,DEPAS,YES
dépasser,DEPAS,YES
lucas,LUKA,NO
lungsod,LINGSO,NO
venant,VENAN,YES
algum,ALGUM,NO
scolarite,SKOLARIT,NO
ifadesini,IFADESINI,NO
berverly,BERVERLI,NO
jon,JON,NO
bonne,BON,YES
ooooh,OU,NO
aimerai,AIMERAI,YES
nachos,NACHO,NO
voulez,VOUL,YES
plaque,PLAK,YES
préférer,PREFER,YES
préférences,PREFERANS,YES
couleur,KOULER,YES
olé,OL,YES
belloy,BELOI,NO
alasace,ALASAS,NO
dauphiné,DOFIN,NO
carrières,KARIER,YES
birmingham,BIRMINGAM,NO
lasse,LAS,YES
déconnez,DEKONE,YES
fichus,FICHU,YES
fonds,FON,YES
compte,KONT,YES
déconner,DEKON,YES
hah,hah,NO
hal,AL,NO
ham,AM,NO
han,AN,YES
yeux,IE,YES
braye,BRAI,YES
had,had,NO
rideau,RIDO,YES
seem,SEM,NO
hay,AI,NO
cordula,KORDULA,NO
olbotoooord,OLBOTOUR,NO
easy,EASI,NO
prison,PRISON,YES
turquie,TURKI,NO
east,EAS,NO
killstreak,KILSTREAK,NO
synchronisation,SINKRONISASION,YES
hôtes,OT,YES
resplendissante,RESPLANDISANT,YES
possible,POSIBL,YES
aaaaaaaaaaaaaaaaaaaah,AAAAA,NO
posez,POS,YES
appellent,APELAN,YES
hôtel,OTEL,YES
mios,MIO,NO
pertinent,PERTINAN,YES
poser,POS,YES
unique,UNIK,YES
arretent,ARETAN,NO
dîner,DIN,YES
chepa,CHEPA,NO
auditeurs,ODITER,YES
svppp,SVP,NO
rewatching,ROITCHING,NO
hahahahah,AA,NO
alica,ALIKA,NO
officiel,OFISIEL,YES
jika,JIKA,NO
complexe,KONPLEX,YES
private,PRIVAT,NO
roquebrune,ROKEBRUN,NO
polytechnique,POLITEKNIK,YES
apprenant,APRENAN,YES
briser,BRIS,YES
boycotté,BOIKOT,YES
froide,FROID,YES
arbitro,ARBITRO,NO
torop,TOROP,NO
repars,REPAR,YES
right,RI,NO
old,OL,NO
ole,OL,NO
olg,OLG,NO
dauphins,DOFIN,YES
ooooo,OU,NO
crown,KROUN,NO
théorie,TEORI,YES
tonight”,TONI,NO
hoover,OUV,NO
twittant,TOUITAN,NO
olz,OLZ,NO
chantier,CHANTI,YES
fou,FOU,YES
txt,TX,NO
for,FOR,YES
bottom,BOTON,NO
fox,FO,NO
imposer,INPOS,YES
muito,MUITO,NO
prenne,PRAN,YES
continue,KONTINU,YES
exposition,EXPOSISION,YES
cire,SIR,YES
chazelles,CHAZEL,NO
fon,FON,NO
foo,FOU,NO
foi,FOI,YES
ppooufff,POUF,NO
descendre,DESANDR,YES
coller,KOL,YES
expérience,EXPERINS,YES
rep,REP,NO
partis,PARTI,YES
yoka,IOKA,NO
annay,ANAI,NO
rhone,RON,NO
minuit,MINUI,YES
numero,NUMERO,NO
cutre,KUTR,NO
popopopooo,POPOPOPOU,NO
brokerage,BROKERAJ,NO
dabitude,DABITUD,NO
boulbi,BOULBI,NO
baozi,BAOZI,NO
chemins,CHEMIN,YES
leurs,LER,YES
terminée,TERMIN,YES
enjailleeeee,ANJAILE,NO
refoulés,REFOUL,YES
disqualifier,DISKALIFI,YES
o,O,NO
société,SOSIET,YES
laideron,LAIDERON,YES
promène,PROMAN,YES
mieu,MI,NO
boycotte,BOIKOT,YES
nerveux,NERV,YES
salaire,SALAIR,YES
cartouche,KARTOUCH,YES
mbn,MBN,NO
degeu,DEJ,NO
chti,CHTI,NO
emanaudqui,EMANODKI,NO
marshall,MARCHAL,NO
moche,MOCH,YES
bonsoir,BONSOIR,YES
soo,SOU,NO
son,SON,YES
ornée,ORN,YES
beings,BIN,NO
google,GOUGL,NO
parlait,PARLAI,YES
soon,SOUN,NO
sûre,SUR,YES
mondiaux,MONDIO,YES
freebush,FREBUCH,NO
nibards,NIBAR,NO
sobhan,SOBAN,NO
liyya,LIA,NO
avait,AVAI,YES
top12,TOP,NO
support,SUPOR,YES
knowing,KNOUING,NO
likoveeee,LIKOVE,NO
avais,AVAI,YES
foutues,FOUTU,YES
absolutely,ABSOLUTELI,NO
happt,AP,NO
joseph,JOSEF,YES
comparée,KONPAR,YES
triplets,TRIPL,YES
jane,JAN,NO
obèse,OBES,YES
hallu,ALU,NO
jetais,JETAI,YES
ten,TAN,NO
happy,API,NO
slipperssssss,SLIPERS,NO
mptv,MPTV,NO
passport,PASPOR,NO
moselle,MOSEL,NO
gagneren,GANIERAN,NO
normales,NORMAL,YES
douze,DOUZ,NO
rolala,ROLALA,NO
doivent,DOIVAN,YES
shoot,CHOU,YES
notifications,NOTIFIKASION,YES
gagnerez,GANIER,YES
journy,JOURNI,NO
ligny,LIGNI,NO
conneries,KONERI,YES
défileront,DEFILERON,YES
fitini,FITINI,NO
azi,AZI,NO
congratulations,KONGRATULASION,YES
laye,LAI,YES
montanier,MONTANI,NO
musik,MUSIK,NO
lasserais,LASERAI,YES
tell,TEL,YES
chiale,CHIAL,YES
azy,AZI,NO
azz,AZ,NO
riley,RILAI,NO
plastiques,PLASTIK,YES
facetimed,FASETIM,NO
mignonnette,MINIONET,YES
ferme,FERM,YES
palm,PALM,NO
javou,JAVOU,NO
trooop,TROU,NO
résumé,RESUM,YES
tonne,TON,YES
certitude,SERTITUD,YES
later,LAT,NO
faiiitt,FAI,NO
minaj,MINAJ,NO
ptdrrrrrrrrrrrr,PTDRRR,NO
lundi,LINDI,YES
complexées,KONPLEX,YES
tarder,TARD,YES
croiiiit,KROI,NO
cassie,KASI,YES
presus,PRESU,NO
pale,PAL,YES
vautrées,VOTR,YES
republic,REPUBLIK,NO
produits,PRODUI,YES
oscar,OSKAR,YES
riverview,RIVERVIEW,NO
sunset,SINS,NO
ligue,LIG,YES
roll,ROL,NO
pen,PAN,NO
lepénistes,LEPENIST,NO
fabre,FABR,NO
será,SERA,NO
jahmal,JAMAL,NO
palme,PALM,YES
longueur,LONGER,YES
réglementaire,REGLEMANTAIR,YES
détend,DETAN,YES
miranda,MIRANDA,NO
viendrez,VINDR,YES
taputu,TAPUTU,NO
malsain,MALSIN,YES
explosions,EXPLOSION,YES
troop,TROU,NO
p´tite,PTIT,NO
crétinerie,KRETINERI,YES
ottawa,OTAOI,NO
pet,PE,YES
décevez,DESEV,YES
fermé,FERM,YES
time,TIM,NO
babyyy,BABI,NO
timi,TIMI,NO
crevette,KREVET,YES
depuis,DEPUI,YES
faisait,FAISAI,YES
gown,GOUN,NO
childs,CHIL,NO
egypte,EJIPT,NO
haaaaaaaaan,AAAN,NO
corps,KORP,YES
faisais,FAISAI,YES
nique,NIK,YES
osu,OSU,NO
sautant,SOTAN,YES
oublié,OUBLI,YES
tampa,TANPA,NO
vampire__谭子,VANPIR,NO
chair,CHAIR,YES
osb,OSB,NO
ose,OS,YES
potiche,POTICH,YES
aigrie,AIGRI,YES
ballet,BAL,YES
partouse,PARTOUS,YES
ver,VE,YES
balles,BAL,YES
olympiques,OLINPIK,YES
sylvie,SILVI,YES
vez,VEZ,NO
enfoirés,ANFOIR,YES
balled,BAL,NO
wallye,OILI,NO
ballec,BALEK,NO
truquer,TRUK,YES
ven,VAN,NO
veo,VEO,NO
cassé,KAS,YES
veterans,VETERAN,NO
ballek,BALEK,NO
truquez,TRUK,YES
régionales,REJIONAL,YES
aïe,AI,YES
fatiguer,FATIG,YES
conquête,KONKET,YES
perce,PERS,YES
choice,CHOIS,NO
granja,GRANJA,NO
juré,JUR,YES
ghostbusters,GOSTBUSTER,NO
nomet,NOM,NO
farre,FAR,NO
sonore,SONOR,YES
tangina,TANJINA,NO
minute,MINUT,YES
morceaux,MORSO,YES
gâché,GACH,YES
semble,SANBL,YES
algérie,ALJERI,NO
emmerder,EMERD,YES
ellle,EL,NO
venise,VENIS,YES
muscat,MUSKA,YES
leave,LEAV,NO
tannée,TAN,YES
nager,NAJ,YES
aillons,AILON,YES
subway,SUBOI,NO
cadeaux,KADO,YES
sidaïque,SIDAIK,NO
loads,LOA,NO
lourds,LOUR,YES
machin,MACHIN,YES
bidan,BIDAN,NO
prêts,PR,YES
sepper,SEP,NO
minion,MINION,NO
offrent,OFRAN,YES
blaaaague,BLAG,NO
beaufils,BOFIL,NO
steaks,STEAK,YES
osé,OS,YES
droit,DROI,YES
chopping,CHOPING,NO
sheeran,CHERAN,NO
wshhh,WCH,NO
oublie,OUBLI,YES
couniamanmanw,KOUNIAMANMANW,NO
manette,MANET,YES
secrétaire,SEKRETAIR,YES
ordi,ORDI,NO
dilaurentis,DILORANTI,NO
trow,TROU,NO
bac+4,BAK,NO
rocher,ROCH,YES
honnêtement,ONETEMAN,YES
crache,KRACH,YES
saviez,SAVI,YES
gallardon,GALARDON,NO
